Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
27.3.24,6:58:06,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,28.3.24,5:15:00,6:15:00,6:15:00,On Time,,No
27.3.24,7:03:28,Online,Credit Card,Adult,Standard,Anytime,17,London Paddington,Reading,27.3.24,8:30:00,9:30:00,9:30:00,On Time,,No
27.3.24,7:12:12,Online,Credit Card,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,27.3.24,8:30:00,9:00:00,9:00:00,On Time,,No
27.3.24,7:13:08,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,5:30:00,6:50:00,6:50:00,On Time,,No
27.3.24,7:14:14,Online,Credit Card,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,27.3.24,8:30:00,9:00:00,9:00:00,On Time,,No
27.3.24,7:22:24,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,27.3.24,7:45:00,9:15:00,9:15:00,On Time,,No
27.3.24,7:24:11,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,27.3.24,7:45:00,9:35:00,,Cancelled,Signal failure,Yes
27.3.24,7:25:42,Online,Contactless,None,Standard,Anytime,25,London Paddington,Reading,27.3.24,8:45:00,9:45:00,9:45:00,On Time,,No
27.3.24,7:27:52,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,27.3.24,7:45:00,8:45:00,,Cancelled,Traffic,No
27.3.24,7:28:59,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,27.3.24,8:45:00,9:15:00,9:15:00,On Time,,No
27.3.24,7:29:30,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,5:45:00,7:05:00,7:05:00,On Time,,No
27.3.24,7:41:17,Online,Contactless,Disabled,Standard,Anytime,48,London Kings Cross,Edinburgh Waverley,27.3.24,16:00:00,20:20:00,20:20:00,On Time,,No
27.3.24,7:43:20,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27.3.24,9:00:00,10:20:00,10:20:00,On Time,,No
27.3.24,7:44:04,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,6:00:00,6:30:00,6:30:00,On Time,,No
27.3.24,7:46:03,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,28.3.24,6:15:00,8:05:00,8:05:00,On Time,,No
27.3.24,7:47:28,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,28.3.24,6:15:00,8:05:00,8:05:00,On Time,,No
27.3.24,7:50:42,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,6:15:00,6:45:00,6:45:00,On Time,,No
27.3.24,7:52:52,Online,Debit Card,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27.3.24,9:15:00,9:45:00,9:57:00,Delayed,Weather,No
27.3.24,7:55:33,Station,Contactless,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,28.3.24,6:15:00,6:45:00,6:45:00,On Time,,No
27.3.24,7:56:59,Online,Credit Card,None,Standard,Off-Peak,97,London Kings Cross,Liverpool Lime Street,27.3.24,9:15:00,11:30:00,11:30:00,On Time,,No
27.3.24,7:58:39,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,28.3.24,6:15:00,8:05:00,8:05:00,On Time,,No
27.3.24,8:01:36,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,6:30:00,7:00:00,7:00:00,On Time,,No
27.3.24,8:01:40,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,6:30:00,7:00:00,7:00:00,On Time,,No
27.3.24,8:04:53,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,2.4.24,6:30:00,7:50:00,7:50:00,On Time,,No
27.3.24,8:15:39,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,28.3.24,7:45:00,9:15:00,9:15:00,On Time,,No
27.3.24,8:24:16,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,6:45:00,8:05:00,8:05:00,On Time,,No
27.3.24,8:24:46,Station,Contactless,Adult,Standard,Off-Peak,35,London Kings Cross,York,27.3.24,9:45:00,11:35:00,11:35:00,On Time,,No
27.3.24,8:51:44,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,28.3.24,7:15:00,8:35:00,8:35:00,On Time,,No
27.3.24,8:55:55,Online,Contactless,Senior,Standard,Advance,8,London Paddington,Reading,28.3.24,7:15:00,8:15:00,8:15:00,On Time,,No
27.3.24,9:02:45,Online,Credit Card,None,Standard,Advance,9,Reading,Swindon,28.3.24,7:30:00,8:15:00,8:15:00,On Time,,No
27.3.24,9:06:48,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,28.3.24,7:30:00,9:20:00,9:20:00,On Time,,No
27.3.24,9:24:01,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,27.3.24,10:45:00,11:15:00,11:15:00,On Time,,No
27.3.24,9:25:32,Station,Credit Card,Senior,Standard,Off-Peak,7,London Euston,Birmingham New Street,27.3.24,9:45:00,11:05:00,11:05:00,On Time,,No
27.3.24,9:32:07,Station,Credit Card,Adult,First Class,Off-Peak,21,Manchester Piccadilly,York,27.3.24,11:00:00,12:30:00,12:30:00,On Time,,No
27.3.24,9:36:18,Station,Credit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,28.3.24,8:00:00,9:50:00,9:50:00,On Time,,No
27.3.24,9:37:57,Online,Contactless,None,Standard,Advance,17,Oxford,Bristol Temple Meads,28.3.24,8:00:00,9:15:00,9:15:00,On Time,,No
27.3.24,9:40:02,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,27.3.24,11:00:00,12:20:00,12:20:00,On Time,,No
27.3.24,9:52:05,Station,Credit Card,None,Standard,Advance,4,Manchester Piccadilly,Sheffield,28.3.24,8:15:00,9:00:00,9:00:00,On Time,,No
27.3.24,10:19:43,Online,Contactless,None,First Class,Off-Peak,80,London St Pancras,Birmingham New Street,27.3.24,11:45:00,13:05:00,13:05:00,On Time,,No
27.3.24,10:19:56,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,28.3.24,8:45:00,9:45:00,9:45:00,On Time,,No
27.3.24,10:22:24,Online,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,27.3.24,11:45:00,13:35:00,13:35:00,On Time,,No
27.3.24,10:26:54,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,8:45:00,9:15:00,9:15:00,On Time,,No
27.3.24,10:28:29,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27.3.24,11:45:00,13:05:00,13:05:00,On Time,,No
27.3.24,10:36:41,Station,Contactless,Adult,Standard,Advance,6,Manchester Piccadilly,Leeds,28.3.24,9:00:00,9:45:00,12:42:00,Delayed,Signal Failure,No
27.3.24,10:46:08,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,9:15:00,9:45:00,9:45:00,On Time,,No
27.3.24,10:58:36,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,9:15:00,10:35:00,10:35:00,On Time,,No
27.3.24,11:19:14,Online,Credit Card,Disabled,Standard,Off-Peak,13,London Paddington,Reading,27.3.24,12:45:00,13:45:00,13:45:00,On Time,,No
27.3.24,11:20:04,Online,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,28.3.24,9:45:00,10:15:00,10:15:00,On Time,,No
27.3.24,11:21:13,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,27.3.24,12:45:00,13:15:00,13:15:00,On Time,,No
27.3.24,11:30:20,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27.3.24,13:00:00,14:20:00,14:20:00,On Time,,No
27.3.24,11:45:48,Station,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27.3.24,13:15:00,14:35:00,14:35:00,On Time,,No
27.3.24,11:46:11,Online,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,27.3.24,13:15:00,13:45:00,13:45:00,On Time,,No
27.3.24,11:49:37,Station,Contactless,Adult,Standard,Advance,4,London Euston,Birmingham New Street,28.3.24,10:15:00,11:35:00,11:35:00,On Time,,No
27.3.24,11:52:07,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,10:15:00,10:45:00,10:45:00,On Time,,No
27.3.24,11:52:08,Online,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27.3.24,13:15:00,14:35:00,14:35:00,On Time,,No
27.3.24,12:02:35,Station,Credit Card,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,28.3.24,10:30:00,11:00:00,11:00:00,On Time,,No
27.3.24,12:18:12,Station,Contactless,None,First Class,Off-Peak,41,London Paddington,Reading,27.3.24,13:45:00,14:45:00,14:45:00,On Time,,No
27.3.24,12:22:45,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,10:45:00,11:15:00,11:15:00,On Time,,No
27.3.24,12:24:29,Station,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,28.3.24,10:45:00,11:15:00,11:15:00,On Time,,No
27.3.24,12:24:54,Online,Contactless,None,Standard,Off-Peak,128,Manchester Piccadilly,London Paddington,27.3.24,13:45:00,16:00:00,16:00:00,On Time,,No
27.3.24,12:29:20,Online,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,27.3.24,13:45:00,15:35:00,15:35:00,On Time,,No
27.3.24,12:32:22,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,11:00:00,12:20:00,12:20:00,On Time,,No
27.3.24,12:33:45,Station,Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,28.3.24,11:00:00,12:20:00,12:20:00,On Time,,No
27.3.24,12:44:52,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,11:00:00,12:20:00,12:20:00,On Time,,No
27.3.24,12:55:01,Station,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,27.3.24,14:15:00,15:15:00,15:15:00,On Time,,No
27.3.24,13:01:16,Station,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,27.3.24,14:30:00,15:50:00,15:50:00,On Time,,No
27.3.24,13:16:10,Online,Credit Card,Adult,First Class,Off-Peak,54,London St Pancras,Birmingham New Street,27.3.24,14:45:00,16:05:00,16:05:00,On Time,,No
27.3.24,13:18:38,Online,Credit Card,Disabled,Standard,Advance,8,London Paddington,Reading,28.3.24,11:45:00,12:45:00,12:45:00,On Time,,No
27.3.24,13:23:27,Online,Credit Card,Senior,Standard,Advance,23,London Kings Cross,York,28.3.24,9:30:00,11:20:00,11:20:00,On Time,,No
27.3.24,13:24:10,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,11:45:00,13:05:00,,Cancelled,Traffic,No
27.3.24,13:34:34,Online,Credit Card,Disabled,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,12:00:00,12:30:00,12:30:00,On Time,,No
27.3.24,13:35:28,Online,Credit Card,Disabled,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,12:00:00,12:30:00,12:30:00,On Time,,No
27.3.24,14:24:39,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,12:45:00,13:15:00,13:15:00,On Time,,No
27.3.24,14:25:54,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,27.3.24,15:45:00,17:05:00,17:05:00,On Time,,No
27.3.24,14:29:35,Online,Credit Card,Disabled,Standard,Off-Peak,7,London Euston,Birmingham New Street,27.3.24,15:45:00,17:05:00,17:05:00,On Time,,No
27.3.24,14:30:54,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,27.3.24,16:00:00,17:20:00,17:20:00,On Time,,No
27.3.24,14:31:13,Station,Credit Card,Adult,Standard,Anytime,47,London Kings Cross,York,27.3.24,16:00:00,17:50:00,17:50:00,On Time,,No
27.3.24,14:32:44,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,28.3.24,13:00:00,14:50:00,14:50:00,On Time,,No
27.3.24,14:38:49,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,13:00:00,13:30:00,13:30:00,On Time,,No
27.3.24,14:41:15,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,27.3.24,16:00:00,17:20:00,17:20:00,On Time,,No
27.3.24,14:46:56,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,13:15:00,13:45:00,13:45:00,On Time,,No
27.3.24,14:47:17,Online,Contactless,Adult,Standard,Anytime,15,Birmingham New Street,Manchester Piccadilly,27.3.24,16:15:00,17:35:00,17:35:00,On Time,,No
27.3.24,14:47:27,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,27.3.24,16:15:00,17:35:00,17:35:00,On Time,,No
27.3.24,14:51:15,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,28.3.24,13:15:00,14:35:00,14:35:00,On Time,,No
27.3.24,14:53:16,Station,Contactless,None,Standard,Advance,13,London Paddington,Reading,28.3.24,13:15:00,14:15:00,14:15:00,On Time,,No
27.3.24,14:55:50,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,13:15:00,13:45:00,13:45:00,On Time,,No
27.3.24,14:58:51,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,27.3.24,16:15:00,17:35:00,17:35:00,On Time,,No
27.3.24,14:58:55,Station,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,13:15:00,13:45:00,13:45:00,On Time,,No
27.3.24,14:58:55,Online,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,27.3.24,16:15:00,17:35:00,17:35:00,On Time,,No
27.3.24,15:00:33,Online,Contactless,Adult,Standard,Anytime,13,Liverpool Lime Street,Leeds,27.3.24,16:30:00,18:00:00,18:00:00,On Time,,No
27.3.24,15:00:56,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,27.3.24,16:30:00,17:50:00,17:50:00,On Time,,No
27.3.24,15:04:00,Station,Contactless,None,Standard,Advance,13,Reading,London Paddington,28.3.24,13:30:00,13:55:00,13:55:00,On Time,,No
27.3.24,15:11:25,Station,Contactless,None,First Class,Anytime,114,London Kings Cross,York,27.3.24,17:45:00,19:35:00,19:35:00,On Time,,No
27.3.24,15:14:46,Online,Contactless,Adult,Standard,Anytime,13,Liverpool Lime Street,Leeds,27.3.24,16:30:00,18:00:00,18:00:00,On Time,,No
27.3.24,15:18:41,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,27.3.24,17:45:00,18:15:00,,Cancelled,Staffing,Yes
27.3.24,15:21:21,Station,Credit Card,None,Standard,Advance,24,York,Edinburgh,28.3.24,13:45:00,16:15:00,16:15:00,On Time,,No
27.3.24,15:30:44,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,14:00:00,15:20:00,15:20:00,On Time,,No
27.3.24,15:36:56,Online,Contactless,None,Standard,Anytime,70,London Kings Cross,York,27.3.24,17:00:00,18:50:00,18:50:00,On Time,,No
27.3.24,15:48:14,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,14:15:00,15:35:00,15:35:00,On Time,,No
27.3.24,15:48:14,Online,Contactless,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,28.3.24,14:15:00,15:35:00,15:35:00,On Time,,No
27.3.24,15:51:52,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,27.3.24,17:15:00,19:05:00,19:05:00,On Time,,No
27.3.24,15:53:37,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,27.3.24,17:15:00,17:45:00,17:45:00,On Time,,No
27.3.24,15:53:44,Online,Contactless,Disabled,Standard,Anytime,25,Birmingham New Street,London Paddington,27.3.24,17:15:00,18:45:00,18:45:00,On Time,,No
27.3.24,15:54:18,Station,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,27.3.24,17:15:00,17:45:00,17:45:00,On Time,,No
27.3.24,15:55:08,Online,Credit Card,None,First Class,Anytime,114,London Kings Cross,York,27.3.24,17:15:00,19:05:00,19:05:00,On Time,,No
27.3.24,15:56:34,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,27.3.24,17:15:00,19:05:00,19:05:00,On Time,,No
27.3.24,15:59:47,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,27.3.24,17:15:00,19:30:00,,Cancelled,Technical Issue,Yes
27.3.24,16:01:27,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,27.3.24,17:45:00,19:05:00,19:05:00,On Time,,No
27.3.24,16:06:00,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,27.3.24,17:45:00,18:15:00,,Cancelled,Staffing,No
27.3.24,16:07:57,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,27.3.24,17:45:00,18:15:00,,Cancelled,Staffing,No
27.3.24,16:08:00,Station,Credit Card,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,27.3.24,17:45:00,18:15:00,,Cancelled,Staffing,No
27.3.24,16:15:38,Station,Credit Card,None,Standard,Anytime,13,London Euston,Birmingham New Street,27.3.24,17:45:00,19:05:00,19:05:00,On Time,,No
27.3.24,16:22:25,Online,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,28.3.24,14:45:00,16:05:00,16:05:00,On Time,,No
27.3.24,16:23:37,Station,Credit Card,None,First Class,Anytime,114,London Kings Cross,York,27.3.24,17:45:00,19:35:00,19:35:00,On Time,,No
27.3.24,16:26:06,Station,Credit Card,None,First Class,Anytime,104,London Euston,Birmingham New Street,27.3.24,17:45:00,19:05:00,19:05:00,On Time,,No
27.3.24,16:26:40,Online,Credit Card,Senior,Standard,Advance,56,Manchester Piccadilly,London Euston,28.3.24,14:45:00,16:35:00,16:35:00,On Time,,No
27.3.24,16:27:55,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,14:45:00,15:15:00,15:15:00,On Time,,No
27.3.24,16:29:23,Online,Credit Card,Senior,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,28.3.24,14:45:00,15:15:00,15:15:00,On Time,,No
27.3.24,16:31:14,Station,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,27.3.24,18:00:00,19:00:00,19:00:00,On Time,,No
27.3.24,17:13:41,Station,Debit Card,Adult,Standard,Anytime,112,Manchester Piccadilly,London Euston,27.3.24,17:30:00,19:20:00,19:49:00,Delayed,Technical Issue,Yes
27.3.24,17:14:20,Station,Contactless,Adult,Standard,Anytime,26,Birmingham New Street,York,27.3.24,18:30:00,20:15:00,20:15:00,On Time,,No
27.3.24,17:17:47,Online,Debit Card,Senior,Standard,Anytime,5,Reading,Didcot,27.3.24,18:45:00,19:00:00,19:00:00,On Time,,No
27.3.24,17:17:49,Online,Credit Card,Senior,Standard,Anytime,11,Liverpool Lime Street,Crewe,27.3.24,18:45:00,19:20:00,19:20:00,On Time,,No
27.3.24,17:18:32,Online,Credit Card,None,Standard,Anytime,10,Birmingham New Street,Tamworth,27.3.24,18:45:00,19:05:00,19:05:00,On Time,,No
27.3.24,17:19:46,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,27.3.24,18:45:00,20:05:00,,Cancelled,Traffic,No
27.3.24,17:20:28,Online,Credit Card,None,First Class,Anytime,21,Birmingham New Street,Tamworth,27.3.24,18:45:00,19:05:00,19:05:00,On Time,,No
27.3.24,17:22:01,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,27.3.24,18:45:00,20:05:00,,Cancelled,Traffic,No
27.3.24,17:23:51,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,27.3.24,18:45:00,20:05:00,,Cancelled,Traffic,No
27.3.24,17:24:10,Online,Credit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,28.3.24,15:45:00,17:05:00,17:05:00,On Time,,No
27.3.24,17:24:21,Station,Credit Card,Adult,Standard,Anytime,11,London St Pancras,Birmingham New Street,27.3.24,18:45:00,20:05:00,,Cancelled,Traffic,No
27.3.24,17:26:35,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,27.3.24,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
27.3.24,17:28:09,Online,Credit Card,None,Standard,Anytime,13,Birmingham New Street,Nuneaton,27.3.24,18:45:00,19:05:00,19:05:00,On Time,,No
27.3.24,17:28:32,Online,Credit Card,None,Standard,Anytime,10,Birmingham New Street,Tamworth,27.3.24,18:45:00,19:05:00,19:05:00,On Time,,No
27.3.24,17:28:57,Station,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,15:45:00,16:15:00,16:15:00,On Time,,No
27.3.24,17:29:16,Online,Credit Card,Senior,Standard,Anytime,11,Liverpool Lime Street,Crewe,27.3.24,18:45:00,19:20:00,19:20:00,On Time,,No
27.3.24,17:29:38,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,27.3.24,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
27.3.24,17:29:58,Online,Credit Card,None,Standard,Anytime,16,London St Pancras,Birmingham New Street,27.3.24,18:45:00,20:05:00,,Cancelled,Traffic,No
27.3.24,17:36:32,Station,Debit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,28.3.24,16:00:00,17:20:00,17:33:00,Delayed,Signal failure,No
27.3.24,17:37:02,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.3.24,16:00:00,16:30:00,16:30:00,On Time,,No
27.3.24,17:39:47,Station,Debit Card,Disabled,Standard,Advance,4,London Euston,Birmingham New Street,28.3.24,16:00:00,17:20:00,17:33:00,Delayed,Signal failure,No
27.3.24,17:48:55,Online,Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,28.3.24,16:15:00,17:15:00,17:15:00,On Time,,No
27.3.24,17:52:45,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,28.3.24,16:15:00,17:35:00,17:35:00,On Time,,No
27.3.24,17:58:09,Online,Contactless,Adult,Standard,Advance,16,London St Pancras,Leicester,28.3.24,16:15:00,17:15:00,17:15:00,On Time,,No
27.3.24,18:04:17,Station,Credit Card,None,Standard,Advance,35,London Kings Cross,York,28.3.24,16:30:00,18:20:00,18:20:00,On Time,,No
27.3.24,18:09:37,Station,Contactless,Adult,Standard,Advance,6,Liverpool Lime Street,Sheffield,28.3.24,16:30:00,17:45:00,17:45:00,On Time,,No
27.3.24,18:12:27,Station,Credit Card,Adult,Standard,Advance,6,Liverpool Lime Street,Sheffield,28.3.24,16:30:00,17:45:00,17:45:00,On Time,,No
27.3.24,18:12:31,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,27.3.24,18:45:00,19:15:00,,Cancelled,Staff Shortage,No
27.3.24,18:18:47,Station,Credit Card,Adult,Standard,Off-Peak,7,London Euston,Birmingham New Street,27.3.24,19:45:00,21:05:00,21:05:00,On Time,,No
27.3.24,18:33:22,Station,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,27.3.24,20:00:00,21:00:00,21:00:00,On Time,,No
27.3.24,18:35:44,Online,Credit Card,Adult,Standard,Off-Peak,3,Manchester Piccadilly,Liverpool Lime Street,27.3.24,20:00:00,20:30:00,20:30:00,On Time,,No
27.3.24,18:37:05,Online,Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,28.3.24,17:00:00,18:00:00,18:00:00,On Time,,No
27.3.24,18:38:15,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,28.3.24,17:00:00,18:50:00,18:50:00,On Time,,No
27.3.24,18:45:26,Online,Contactless,Disabled,First Class,Off-Peak,10,Liverpool Lime Street,Manchester Piccadilly,27.3.24,20:15:00,20:45:00,20:45:00,On Time,,No
27.3.24,18:45:41,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27.3.24,20:15:00,21:35:00,21:35:00,On Time,,No
27.3.24,18:46:18,Online,Credit Card,None,Standard,Off-Peak,107,London Euston,Manchester Piccadilly,27.3.24,20:15:00,22:05:00,22:05:00,On Time,,No
27.3.24,18:47:39,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,28.3.24,17:15:00,18:35:00,18:35:00,On Time,,No
27.3.24,19:07:11,Online,Contactless,None,Standard,Off-Peak,8,Reading,Oxford,27.3.24,20:30:00,20:55:00,20:55:00,On Time,,No
27.3.24,19:17:51,Station,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27.3.24,20:45:00,22:05:00,22:05:00,On Time,,No
27.3.24,19:21:34,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,18:45:00,19:15:00,19:15:00,On Time,,No
27.3.24,19:21:44,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,18:45:00,19:15:00,19:15:00,On Time,,No
27.3.24,19:24:18,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,28.3.24,17:45:00,19:05:00,19:05:00,On Time,,No
27.3.24,19:30:31,Station,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,27.3.24,21:00:00,22:20:00,22:20:00,On Time,,No
27.3.24,19:31:14,Online,Contactless,Adult,Standard,Off-Peak,8,London St Pancras,Birmingham New Street,27.3.24,21:00:00,22:20:00,22:20:00,On Time,,No
27.3.24,19:32:31,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,28.3.24,18:45:00,19:15:00,19:15:00,On Time,,No
27.3.24,19:46:37,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,28.3.24,18:15:00,18:45:00,18:45:00,On Time,,No
27.3.24,20:01:13,Station,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,27.3.24,21:30:00,22:00:00,22:00:00,On Time,,No
27.3.24,20:02:15,Online,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,28.3.24,18:30:00,19:00:00,19:00:00,On Time,,No
27.3.24,20:07:38,Station,Contactless,Adult,Standard,Advance,13,Birmingham New Street,York,28.3.24,18:30:00,20:15:00,20:15:00,On Time,,No
27.3.24,20:08:51,Station,Credit Card,Adult,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,27.3.24,21:30:00,22:00:00,22:00:00,On Time,,No
